"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"CEP131",0.354125169352966,4.74823125099598,0.000494613194874424,0.0121218774032146,"High vs Low","CEP131",0.0121218774032146
"F2RL2",-0.80365682106562,1.57368406268472,0.000495713759512011,0.0121330925496124,"High vs Low","F2RL2",0.0121330925496124
"CYP2C8",0.72064971102818,-0.602488824592841,0.000506984270030091,0.0123928758545827,"High vs Low","CYP2C8",0.0123928758545827
"CASP9",0.321487176423544,4.51452364454921,0.000508572754937505,0.0124152246942681,"High vs Low","CASP9",0.0124152246942681
"KRT37",1.92439323588211,-3.45496542143026,0.00050986309860629,0.0124152246942681,"High vs Low","KRT37",0.0124152246942681
"POP4",-0.325915714717368,5.21309666798513,0.000509872245141102,0.0124152246942681,"High vs Low","POP4",0.0124152246942681
"POTEH",1.60373405418151,-4.37804679932369,0.000513124740105256,0.0124783208383071,"High vs Low","POTEH",0.0124783208383071
"NOTO",1.34769755719822,-1.46362287378929,0.000514776489788339,0.0125023772700074,"High vs Low","NOTO",0.0125023772700074
"STRA6",-0.811795677567952,4.29684333974489,0.000520582403885111,0.0126271343749562,"High vs Low","STRA6",0.0126271343749562
"ANAPC2",0.259508158446841,5.45890475009406,0.000525873381244638,0.0127227662244353,"High vs Low","ANAPC2",0.0127227662244353
"USP36",0.220019887680627,6.12386354447622,0.000526471250879607,0.0127227662244353,"High vs Low","USP36",0.0127227662244353
"IDH2",0.434358453802839,7.5580604093695,0.000526864129563219,0.0127227662244353,"High vs Low","IDH2",0.0127227662244353
"LEP",1.27561191258796,0.537543980405833,0.000527221831779365,0.0127227662244353,"High vs Low","LEP",0.0127227662244353
"CACNA1A",0.757803541882128,1.11773018136999,0.000529129761227505,0.0127525002862379,"High vs Low","CACNA1A",0.0127525002862379
"CLGN",-0.967653265649408,3.173693814792,0.000530437472847595,0.0127677111608507,"High vs Low","CLGN",0.0127677111608507
"ATOH7",0.867217890798467,-2.00625761213842,0.000531554403720952,0.0127782970097046,"High vs Low","ATOH7",0.0127782970097046
"PSG9",2.05476905619074,-2.09638520609859,0.000532455552343545,0.012783675226813,"High vs Low","PSG9",0.012783675226813
"GKN2",-1.30611694994013,3.82911105585649,0.000534202403968252,0.0128093183802857,"High vs Low","GKN2",0.0128093183802857
"FAM189A1",0.825287842231093,0.308735579265733,0.000535627702414682,0.0128119000668189,"High vs Low","FAM189A1",0.0128119000668189
"GCKR",-0.965819342103504,0.479112576622123,0.000535667911224637,0.0128119000668189,"High vs Low","GCKR",0.0128119000668189
"RIOK3",-0.269192991643957,6.51517785701115,0.000541368538903653,0.0129318553134821,"High vs Low","RIOK3",0.0129318553134821
"MRGPRX3",1.29567334842979,-3.90058413900817,0.000545969895959585,0.0130201352150209,"High vs Low","MRGPRX3",0.0130201352150209
"OR10G2",1.04148256171173,-3.57636676627134,0.00054644412539328,0.0130201352150209,"High vs Low","OR10G2",0.0130201352150209
"OPTC",1.52883028437723,-3.52425770378746,0.000553759758129042,0.0131778062996887,"High vs Low","OPTC",0.0131778062996887
"PLCXD1",0.569015612445608,5.46895582773369,0.000557984296019918,0.0132616141690074,"High vs Low","PLCXD1",0.0132616141690074
"ADCYAP1",0.972114810186289,0.652419690044991,0.000559177775644156,0.0132643523991005,"High vs Low","ADCYAP1",0.0132643523991005
"KLK15",1.69909113805249,-3.54215149285967,0.000559505299649407,0.0132643523991005,"High vs Low","KLK15",0.0132643523991005
"LCAT",0.448465993957625,3.04666232959838,0.000564286299718495,0.0133529897400936,"High vs Low","LCAT",0.0133529897400936
"GPR155",-0.381348041720291,3.65320281233911,0.000564659308600218,0.0133529897400936,"High vs Low","GPR155",0.0133529897400936
"ANO1",-0.606155810029882,5.00428322361117,0.000568993040275313,0.0134386328698816,"High vs Low","ANO1",0.0134386328698816
"CALY",-1.26998766663496,0.870659930060445,0.000569888188499785,0.0134429500064743,"High vs Low","CALY",0.0134429500064743
"GFY",1.55973405311918,-0.588867937838442,0.000581801378384554,0.0136904899616742,"High vs Low","GFY",0.0136904899616742
"PKD1L3",-0.639105759680886,-1.53251752304126,0.00058278321304283,0.0136904899616742,"High vs Low","PKD1L3",0.0136904899616742
"POU5F2",-0.795159528745944,-2.89705968768932,0.000583102293686687,0.0136904899616742,"High vs Low","POU5F2",0.0136904899616742
"MSX1",-0.511093840133095,0.721078202305847,0.000583284082941342,0.0136904899616742,"High vs Low","MSX1",0.0136904899616742
"CT45A1",2.25085908446388,-1.761236579917,0.000585605158239088,0.0137278943368072,"High vs Low","CT45A1",0.0137278943368072
"SFRP1",1.04266490044994,3.41270266614277,0.000591745692478335,0.0138546314674425,"High vs Low","SFRP1",0.0138546314674425
"TRIM43",1.81270247169493,-3.68757786853612,0.000593335854107622,0.0138746479589404,"High vs Low","TRIM43",0.0138746479589404
"PTGES",0.618164961986474,5.63003348192255,0.000596640473629492,0.0139346564082452,"High vs Low","PTGES",0.0139346564082452
"CCDC14",0.347280132086183,5.68397081438521,0.000598918723696786,0.0139705750740198,"High vs Low","CCDC14",0.0139705750740198
"FITM1",0.487724191166307,-1.21086419061078,0.000600610548386328,0.0139927427883931,"High vs Low","FITM1",0.0139927427883931
"DNAJC5G",1.02891890657248,-2.6414495232554,0.000602449549207794,0.0140182804477192,"High vs Low","DNAJC5G",0.0140182804477192
"CCBE1",-0.80311762245521,3.03770023081197,0.000604138894659306,0.0140402771934923,"High vs Low","CCBE1",0.0140402771934923
"LRRC36",0.851285570673774,2.40134720345984,0.000606117604826455,0.0140689364338008,"High vs Low","LRRC36",0.0140689364338008
"MUC5AC",-1.54095917875098,7.17835113256596,0.000613005329479711,0.0142113311702846,"High vs Low","MUC5AC",0.0142113311702846
"IER3",-0.500743725319667,6.63174718094857,0.000619240431495606,0.0143145133995594,"High vs Low","IER3",0.0143145133995594
"NIPAL4",-0.977872012034993,0.622041279204696,0.000619647095927816,0.0143145133995594,"High vs Low","NIPAL4",0.0143145133995594
"C1QL4",1.12925368996504,-2.11432445139068,0.000619731728442587,0.0143145133995594,"High vs Low","C1QL4",0.0143145133995594
"KLHDC4",0.322801365912258,5.24035092857792,0.000621704158700719,0.0143425173335468,"High vs Low","KLHDC4",0.0143425173335468
"SKOR1",0.552652141634383,-0.873904482162208,0.000628947945820406,0.0144919129250023,"High vs Low","SKOR1",0.0144919129250023
"SSR3",-0.293075996902799,8.04010237532195,0.00063300048906792,0.0145563793816182,"High vs Low","SSR3",0.0145563793816182
"DYNLT3",-0.26624071642188,5.23043940199142,0.00063328851000522,0.0145563793816182,"High vs Low","DYNLT3",0.0145563793816182
"TCHP",0.215236324113549,4.41643689968386,0.000635067530787053,0.0145795126198084,"High vs Low","TCHP",0.0145795126198084
"H1FX",0.296360630286482,6.79821277455383,0.000640055112732303,0.0146761604281547,"High vs Low","H1FX",0.0146761604281547
"CA9",-1.07897211240964,4.72537331064471,0.000644034133460061,0.0147494758889864,"High vs Low","CA9",0.0147494758889864
"UBE2G2",0.232693585851478,6.60383610289383,0.000649839188138039,0.0148643822052763,"High vs Low","UBE2G2",0.0148643822052763
"TEX15",1.48967915108889,-0.138409820114274,0.000655195023021601,0.0149687473116715,"High vs Low","TEX15",0.0149687473116715
"NOS2",-0.83586898176858,1.80977145698788,0.00065921040104334,0.0150422726458148,"High vs Low","NOS2",0.0150422726458148
"SREBF1",0.346580159294412,7.25573010037263,0.000662200368000887,0.0150922501745709,"High vs Low","SREBF1",0.0150922501745709
"MUTYH",0.308685956693725,3.90407523363288,0.00066800554639472,0.015206191394469,"High vs Low","MUTYH",0.015206191394469
"SLC13A2",1.56946478088656,3.31906840728124,0.000670340415290731,0.0152409565987366,"High vs Low","SLC13A2",0.0152409565987366
"NBPF12",0.336637582882188,3.41885105879597,0.000673838005026994,0.0153020421093435,"High vs Low","NBPF12",0.0153020421093435
"FAM198B",-0.498086480303229,5.85241602919232,0.000675311332073043,0.0153088231274073,"High vs Low","FAM198B",0.0153088231274073
"GPR22",-0.950205845911648,-3.03113846989812,0.000676515900049883,0.0153088231274073,"High vs Low","GPR22",0.0153088231274073
"PCP2",0.686541751424879,0.435950085503447,0.000676570318915676,0.0153088231274073,"High vs Low","PCP2",0.0153088231274073
"TMPRSS9",0.596003830298818,0.0603200491368481,0.000678980319252045,0.0153449552150962,"High vs Low","TMPRSS9",0.0153449552150962
"SAA2.SAA4",-1.16697387461041,0.690011634645391,0.000681822477472832,0.0153786577970572,"High vs Low","SAA2.SAA4",0.0153786577970572
"APOA4",-1.83533789798519,-2.80643058553224,0.000682839740876308,0.0153786577970572,"High vs Low","APOA4",0.0153786577970572
"LRIT2",-1.69000540794055,-3.98136548177635,0.0006829163920266,0.0153786577970572,"High vs Low","LRIT2",0.0153786577970572
"PTN",-0.783706668304884,3.63880283423836,0.000684190392731693,0.0153889831957566,"High vs Low","PTN",0.0153889831957566
"C6orf136",0.32190899692112,4.13013924198178,0.000685833997464156,0.0154075873406501,"High vs Low","C6orf136",0.0154075873406501
"KRTAP2.2",1.46792631789949,-4.39201860462807,0.000687414177893967,0.0154144786247021,"High vs Low","KRTAP2.2",0.0154144786247021
"E4F1",0.292468043237645,5.05708571495873,0.000687774415876169,0.0154144786247021,"High vs Low","E4F1",0.0154144786247021
"KRT82",1.45272426051486,-4.33562900345093,0.000688827463311436,0.0154197663821472,"High vs Low","KRT82",0.0154197663821472
"SLC35D3",-1.35056000330797,-0.956696424622485,0.000690837985658466,0.0154464497954513,"High vs Low","SLC35D3",0.0154464497954513
"MAU2",0.201345722928625,6.02226188445523,0.000701815872739367,0.0156733341236267,"High vs Low","MAU2",0.0156733341236267
"GPX5",1.62385674469396,-4.24737644747025,0.000705070248424105,0.0157274003049779,"High vs Low","GPX5",0.0157274003049779
"RNASE10",0.928603341120121,-2.35678661072982,0.000710753287170181,0.0158354489754291,"High vs Low","RNASE10",0.0158354489754291
"KDM2B",0.202679201987105,5.12447412315675,0.000716641184499898,0.015947801642332,"High vs Low","KDM2B",0.015947801642332
"SPRR3",-1.70204613050537,2.04940170666133,0.000721995496452012,0.0160231507907092,"High vs Low","SPRR3",0.0160231507907092
"VCX",-1.60796778626006,-0.584157984380902,0.000722768140762397,0.0160231507907092,"High vs Low","VCX",0.0160231507907092
"ZG16B",-0.840528955786923,2.88837227793273,0.000723053665972307,0.0160231507907092,"High vs Low","ZG16B",0.0160231507907092
"EN1",1.52814190913949,-1.24131376541758,0.000723423479078175,0.0160231507907092,"High vs Low","EN1",0.0160231507907092
"H2BFM",1.42536639966048,-4.14802850611778,0.000725588727932398,0.0160517107506304,"High vs Low","H2BFM",0.0160517107506304
"ELOVL3",-0.868614710490855,0.416243718511892,0.000726788615292994,0.0160517107506304,"High vs Low","ELOVL3",0.0160517107506304
"SERPINB5",-1.27011658630516,4.21154683484704,0.000727264728514069,0.0160517107506304,"High vs Low","SERPINB5",0.0160517107506304
"CUL9",0.252204700572769,5.51199212575087,0.00072889754948354,0.0160689552059625,"High vs Low","CUL9",0.0160689552059625
"TSPAN1",-0.656475997130108,6.98788937450418,0.000733632653013699,0.0161380975315567,"High vs Low","TSPAN1",0.0161380975315567
"WFDC5",-1.47036603675613,-1.86530371042889,0.000733744246837776,0.0161380975315567,"High vs Low","WFDC5",0.0161380975315567
"GUCA2B",1.80679436882449,-1.87789382766088,0.000735297499526437,0.0161534331939038,"High vs Low","GUCA2B",0.0161534331939038
"ZNF316",0.314487545748432,5.64415252655963,0.000737336220459978,0.0161793858329073,"High vs Low","ZNF316",0.0161793858329073
"TEX11",0.769685955056219,-1.03112698418424,0.000738326812937404,0.0161823057920346,"High vs Low","TEX11",0.0161823057920346
"LRRC16B",0.626474010271276,1.60474204709392,0.000739224527688134,0.0161831856867782,"High vs Low","LRRC16B",0.0161831856867782
"ZNF335",0.237028544513764,5.17105890932775,0.000744076615055479,0.0162705327957265,"High vs Low","ZNF335",0.0162705327957265
"BTBD10",-0.248865464589658,4.94692913699434,0.000745463415475088,0.0162819908720259,"High vs Low","BTBD10",0.0162819908720259
"ESRRB",0.746290587768332,-1.35319827729274,0.000746635761902365,0.0162887438876989,"High vs Low","ESRRB",0.0162887438876989
"TMEM145",0.790583697477946,0.642978562165542,0.000753392846538164,0.0164171782991013,"High vs Low","TMEM145",0.0164171782991013
"TSNARE1",0.388184244417294,4.27841434869745,0.000756162301589544,0.0164585222529369,"High vs Low","TSNARE1",0.0164585222529369
"INPPL1",0.287466650459122,7.52191670687081,0.00075707902445335,0.016459491094999,"High vs Low","INPPL1",0.016459491094999
"PRR3",0.258031783360562,4.2300266466356,0.000760330470342117,0.0165072107844206,"High vs Low","PRR3",0.0165072107844206
"DCST1",0.562117516168629,0.343259405224905,0.000761023442448517,0.0165072107844206,"High vs Low","DCST1",0.0165072107844206
"SNCA",-0.51795912202822,1.7805434513449,0.000766522061080913,0.0165902762454621,"High vs Low","SNCA",0.0165902762454621
"DSG3",-1.64567937823962,2.40764908299223,0.000766611249326634,0.0165902762454621,"High vs Low","DSG3",0.0165902762454621
"SLC26A7",0.803863760570888,-0.165222171221779,0.000777416217965037,0.016797190363867,"High vs Low","SLC26A7",0.016797190363867
"UBBP4",0.467677210440187,2.55102516070447,0.000777952645753788,0.016797190363867,"High vs Low","UBBP4",0.016797190363867
"SPG7",0.268894613813478,6.41692004017133,0.000779640288457745,0.0168143907239841,"High vs Low","SPG7",0.0168143907239841
"OBP2A",-1.34479970844081,-0.336913901520608,0.000786909126726167,0.0169410425113328,"High vs Low","OBP2A",0.0169410425113328
"IGFL4",-0.936867006561165,-1.15856390126452,0.000787308265721946,0.0169410425113328,"High vs Low","IGFL4",0.0169410425113328
"ZNF598",0.283254084257138,5.63925693178282,0.000788938360443203,0.0169567833712115,"High vs Low","ZNF598",0.0169567833712115
"GPR3",0.494135759382266,0.987928963237305,0.000790401018336569,0.0169688937622633,"High vs Low","GPR3",0.0169688937622633
"TELO2",0.302240127802085,5.59124482392521,0.000801543899053996,0.017188562408009,"High vs Low","TELO2",0.017188562408009
"SAG",0.669099723354832,-3.33966291981236,0.000809717912050808,0.0173441392943369,"High vs Low","SAG",0.0173441392943369
"SHISA7",0.835563534725464,-3.2662324378197,0.00081641727950499,0.0174678123373454,"High vs Low","SHISA7",0.0174678123373454
"FGF19",-1.75780626899414,2.05003262927151,0.000819426244229361,0.0175037967255752,"High vs Low","FGF19",0.0175037967255752
"RBMY1E",1.2618711997196,-4.531089849263,0.000819954231646889,0.0175037967255752,"High vs Low","RBMY1E",0.0175037967255752
"RAET1E",0.735020804365448,0.569946869125327,0.000826990322185098,0.0176340501355424,"High vs Low","RAET1E",0.0176340501355424
"KLHL14",0.890809377591735,0.216713309545825,0.000838200389972386,0.0178529114663306,"High vs Low","KLHL14",0.0178529114663306
"CMTM6",-0.231842353686233,7.13122830560716,0.000840301810309448,0.0178774920657831,"High vs Low","CMTM6",0.0178774920657831
"ACVR1",-0.241034558248446,5.8182619017881,0.000852645921566479,0.0181196860201363,"High vs Low","ACVR1",0.0181196860201363
"FAM180A",-0.615614560999069,0.515320391751395,0.000859362427192479,0.0182418766744086,"High vs Low","FAM180A",0.0182418766744086
"ANKS3",0.339691522426412,4.36767231832012,0.000865390381359125,0.0183491931310427,"High vs Low","ANKS3",0.0183491931310427
"GPT2",0.593272533959625,6.44435635856059,0.000870826337097488,0.0184437304235316,"High vs Low","GPT2",0.0184437304235316
"ZNF460",-0.5086682418067,1.208558206166,0.000874794451244847,0.0185070023424232,"High vs Low","ZNF460",0.0185070023424232
"CGB",-1.47486415061544,-2.91497210240755,0.000879313610500906,0.0185817773166434,"High vs Low","CGB",0.0185817773166434
"FOXC2",-0.597057982067194,-0.173226486200731,0.000881928043182755,0.0185963528437378,"High vs Low","FOXC2",0.0185963528437378
"MACROD1",0.403894480543882,4.21773351675712,0.000882318293609366,0.0185963528437378,"High vs Low","MACROD1",0.0185963528437378
"NLRP5",2.04520524672236,-0.944502652761902,0.000882959681415351,0.0185963528437378,"High vs Low","NLRP5",0.0185963528437378
"PALMD",-0.437783333959713,3.75123622047694,0.00088402616336036,0.0185980576686436,"High vs Low","PALMD",0.0185980576686436
"GKN1",-1.96762348445563,-2.49450342294654,0.000886598488177667,0.0186314031964374,"High vs Low","GKN1",0.0186314031964374
"CCDC150",0.530262619014712,1.64241305518666,0.000893421434987378,0.0187538997771377,"High vs Low","CCDC150",0.0187538997771377
"DSC3",-1.26782631672604,3.36466174399934,0.000899813873585085,0.0188670973426935,"High vs Low","DSC3",0.0188670973426935
"ZBTB17",0.233080516458402,4.91747640436617,0.000902157185967473,0.0188952366885596,"High vs Low","ZBTB17",0.0188952366885596
"TSGA13",0.953899242647811,-4.10050898635722,0.000912471875218171,0.0190900850967207,"High vs Low","TSGA13",0.0190900850967207
"C12orf54",-0.836182790636063,-1.4038754513245,0.000915704354375409,0.0191364970890568,"High vs Low","C12orf54",0.0191364970890568
"F13B",-1.54941832824759,-3.87191977852584,0.000923363345532159,0.0192752098379838,"High vs Low","F13B",0.0192752098379838
"PFAS",0.26838520166596,4.92272413324692,0.000947004856539379,0.0197468824837068,"High vs Low","PFAS",0.0197468824837068
"GOLGA8S",0.872582191083655,-2.84588035630592,0.000949501711346099,0.019777093592508,"High vs Low","GOLGA8S",0.019777093592508
